order_number,product_key,customer_key,customer_id,order_date,shipping_date,due_date,Sales_amount,quantity,price
SO50380,125,421,11420,11/1/2012 00:00,11/8/2012 00:00,11/13/2012 00:00,2071,1,2071
SO50381,125,4437,15436,11/1/2012 00:00,11/8/2012 00:00,11/13/2012 00:00,2071,1,2071
SO50382,121,4592,15591,11/1/2012 00:00,11/8/2012 00:00,11/13/2012 00:00,2049,1,2049
SO50383,42,16354,27353,11/1/2012 00:00,11/8/2012 00:00,11/13/2012 00:00,783,1,783
SO50384,37,16372,27371,11/1/2012 00:00,11/8/2012 00:00,11/13/2012 00:00,783,1,783
SO50385,125,16259,27258,11/2/2012 00:00,11/9/2012 00:00,11/14/2012 00:00,2071,1,2071
SO50386,139,6943,17942,11/2/2012 00:00,11/9/2012 00:00,11/14/2012 00:00,2182,1,2182
SO50387,124,16408,27407,11/2/2012 00:00,11/9/2012 00:00,11/14/2012 00:00,2071,1,2071
SO50388,123,16267,27266,11/2/2012 00:00,11/9/2012 00:00,11/14/2012 00:00,2071,1,2071
SO50389,122,1814,12813,11/2/2012 00:00,11/9/2012 00:00,11/14/2012 00:00,2049,1,2049
SO50390,123,2254,13253,11/2/2012 00:00,11/9/2012 00:00,11/14/2012 00:00,2071,1,2071
SO50391,41,4902,15901,11/2/2012 00:00,11/9/2012 00:00,11/14/2012 00:00,783,1,783
SO50392,43,4903,15902,11/2/2012 00:00,11/9/2012 00:00,11/14/2012 00:00,783,1,783
SO50393,40,4919,15918,11/2/2012 00:00,11/9/2012 00:00,11/14/2012 00:00,783,1,783
SO50394,39,16558,27557,11/2/2012 00:00,11/9/2012 00:00,11/14/2012 00:00,783,1,783
SO50395,131,3440,14439,11/2/2012 00:00,11/9/2012 00:00,11/14/2012 00:00,1000,1,1000
SO50396,122,4440,15439,11/2/2012 00:00,11/9/2012 00:00,11/14/2012 00:00,2049,1,2049
SO50397,121,4589,15588,11/2/2012 00:00,11/9/2012 00:00,11/14/2012 00:00,2049,1,2049
SO50398,121,4646,15645,11/2/2012 00:00,11/9/2012 00:00,11/14/2012 00:00,2049,1,2049
SO50399,142,13458,24457,11/2/2012 00:00,11/9/2012 00:00,11/14/2012 00:00,2182,1,2182
SO50400,48,7174,18173,11/3/2012 00:00,11/10/2012 00:00,11/15/2012 00:00,2443,1,2443
SO50401,143,7128,18127,11/3/2012 00:00,11/10/2012 00:00,11/15/2012 00:00,2182,1,2182
SO50402,122,10623,21622,11/3/2012 00:00,11/10/2012 00:00,11/15/2012 00:00,2049,1,2049
SO50403,45,9915,20914,11/3/2012 00:00,11/10/2012 00:00,11/15/2012 00:00,783,1,783
SO50404,120,383,11382,11/3/2012 00:00,11/10/2012 00:00,11/15/2012 00:00,2049,1,2049
SO50405,133,3452,14451,11/3/2012 00:00,11/10/2012 00:00,11/15/2012 00:00,1000,1,1000
SO50406,121,4230,15229,11/3/2012 00:00,11/10/2012 00:00,11/15/2012 00:00,2049,1,2049
SO50407,143,13303,24302,11/3/2012 00:00,11/10/2012 00:00,11/15/2012 00:00,2182,1,2182
SO50408,139,13369,24368,11/3/2012 00:00,11/10/2012 00:00,11/15/2012 00:00,2182,1,2182
SO50409,143,7178,18177,11/4/2012 00:00,11/11/2012 00:00,11/16/2012 00:00,2182,1,2182
SO50410,141,7136,18135,11/4/2012 00:00,11/11/2012 00:00,11/16/2012 00:00,2182,1,2182
SO50411,142,7142,18141,11/4/2012 00:00,11/11/2012 00:00,11/16/2012 00:00,2182,1,2182
SO50412,120,16269,27268,11/4/2012 00:00,11/11/2012 00:00,11/16/2012 00:00,2049,1,2049
SO50413,124,16274,27273,11/4/2012 00:00,11/11/2012 00:00,11/16/2012 00:00,2071,1,2071
SO50414,133,8286,19285,11/4/2012 00:00,11/11/2012 00:00,11/16/2012 00:00,1000,1,1000
SO50415,46,9971,20970,11/4/2012 00:00,11/11/2012 00:00,11/16/2012 00:00,783,1,783
SO50416,122,407,11406,11/4/2012 00:00,11/11/2012 00:00,11/16/2012 00:00,2049,1,2049
SO50417,120,418,11417,11/4/2012 00:00,11/11/2012 00:00,11/16/2012 00:00,2049,1,2049
SO50418,44,4898,15897,11/4/2012 00:00,11/11/2012 00:00,11/16/2012 00:00,783,1,783
SO50419,133,3454,14453,11/4/2012 00:00,11/11/2012 00:00,11/16/2012 00:00,1000,1,1000
SO50420,133,14216,25215,11/4/2012 00:00,11/11/2012 00:00,11/16/2012 00:00,1000,1,1000
SO50421,120,4725,15724,11/4/2012 00:00,11/11/2012 00:00,11/16/2012 00:00,2049,1,2049
SO50422,123,4224,15223,11/4/2012 00:00,11/11/2012 00:00,11/16/2012 00:00,2071,1,2071
SO50423,50,13361,24360,11/4/2012 00:00,11/11/2012 00:00,11/16/2012 00:00,2443,1,2443
SO50424,141,5434,16433,11/5/2012 00:00,11/12/2012 00:00,11/17/2012 00:00,2182,1,2182
SO50425,121,16422,27421,11/5/2012 00:00,11/12/2012 00:00,11/17/2012 00:00,2049,1,2049
SO50426,124,10643,21642,11/5/2012 00:00,11/12/2012 00:00,11/17/2012 00:00,2071,1,2071
SO50427,40,4945,15944,11/5/2012 00:00,11/12/2012 00:00,11/17/2012 00:00,783,1,783
SO50428,130,3422,14421,11/5/2012 00:00,11/12/2012 00:00,11/17/2012 00:00,1000,1,1000
SO50429,133,3434,14433,11/5/2012 00:00,11/12/2012 00:00,11/17/2012 00:00,1000,1,1000
SO50430,133,14127,25126,11/5/2012 00:00,11/12/2012 00:00,11/17/2012 00:00,1000,1,1000
SO50431,50,13372,24371,11/5/2012 00:00,11/12/2012 00:00,11/17/2012 00:00,2443,1,2443
SO50432,141,6941,17940,11/6/2012 00:00,11/13/2012 00:00,11/18/2012 00:00,2182,1,2182
SO50433,42,10009,21008,11/6/2012 00:00,11/13/2012 00:00,11/18/2012 00:00,783,1,783
SO50434,140,2913,13912,11/6/2012 00:00,11/13/2012 00:00,11/18/2012 00:00,2182,1,2182
SO50435,125,1874,12873,11/6/2012 00:00,11/13/2012 00:00,11/18/2012 00:00,2071,1,2071
SO50436,132,14134,25133,11/6/2012 00:00,11/13/2012 00:00,11/18/2012 00:00,1000,1,1000
SO50437,120,4648,15647,11/6/2012 00:00,11/13/2012 00:00,11/18/2012 00:00,2049,1,2049
SO50438,143,6930,17929,11/7/2012 00:00,11/14/2012 00:00,11/19/2012 00:00,2182,1,2182
SO50439,121,10619,21618,11/7/2012 00:00,11/14/2012 00:00,11/19/2012 00:00,2049,1,2049
SO50440,130,8503,19502,11/7/2012 00:00,11/14/2012 00:00,11/19/2012 00:00,1000,1,1000
SO50441,46,10105,21104,11/7/2012 00:00,11/14/2012 00:00,11/19/2012 00:00,783,1,783
SO50442,123,403,11402,11/7/2012 00:00,11/14/2012 00:00,11/19/2012 00:00,2071,1,2071
SO50443,122,417,11416,11/7/2012 00:00,11/14/2012 00:00,11/19/2012 00:00,2049,1,2049
SO50444,134,3439,14438,11/7/2012 00:00,11/14/2012 00:00,11/19/2012 00:00,1000,1,1000
SO50445,133,15616,26615,11/7/2012 00:00,11/14/2012 00:00,11/19/2012 00:00,1000,1,1000
SO50446,133,14128,25127,11/7/2012 00:00,11/14/2012 00:00,11/19/2012 00:00,1000,1,1000
SO50447,122,4727,15726,11/7/2012 00:00,11/14/2012 00:00,11/19/2012 00:00,2049,1,2049
SO50448,120,4220,15219,11/7/2012 00:00,11/14/2012 00:00,11/19/2012 00:00,2049,1,2049
SO50449,123,4436,15435,11/7/2012 00:00,11/14/2012 00:00,11/19/2012 00:00,2071,1,2071
SO50450,48,5417,16416,11/8/2012 00:00,11/15/2012 00:00,11/20/2012 00:00,2443,1,2443
SO50451,121,16273,27272,11/8/2012 00:00,11/15/2012 00:00,11/20/2012 00:00,2049,1,2049
SO50452,121,16281,27280,11/8/2012 00:00,11/15/2012 00:00,11/20/2012 00:00,2049,1,2049
SO50453,130,6780,17779,11/8/2012 00:00,11/15/2012 00:00,11/20/2012 00:00,1000,1,1000
SO50454,134,8494,19493,11/8/2012 00:00,11/15/2012 00:00,11/20/2012 00:00,1000,1,1000
SO50455,41,8481,19480,11/8/2012 00:00,11/15/2012 00:00,11/20/2012 00:00,783,1,783
SO50456,121,4724,15723,11/8/2012 00:00,11/15/2012 00:00,11/20/2012 00:00,2049,1,2049
SO50457,120,4228,15227,11/8/2012 00:00,11/15/2012 00:00,11/20/2012 00:00,2049,1,2049
SO50458,124,4439,15438,11/8/2012 00:00,11/15/2012 00:00,11/20/2012 00:00,2071,1,2071
SO50459,49,13459,24458,11/8/2012 00:00,11/15/2012 00:00,11/20/2012 00:00,2443,1,2443
SO50460,44,16353,27352,11/8/2012 00:00,11/15/2012 00:00,11/20/2012 00:00,783,1,783
SO50461,37,16356,27355,11/8/2012 00:00,11/15/2012 00:00,11/20/2012 00:00,783,1,783
SO50462,143,13365,24364,11/8/2012 00:00,11/15/2012 00:00,11/20/2012 00:00,2182,1,2182
SO50463,50,7167,18166,11/9/2012 00:00,11/16/2012 00:00,11/21/2012 00:00,2443,1,2443
SO50464,130,8500,19499,11/9/2012 00:00,11/16/2012 00:00,11/21/2012 00:00,1000,1,1000
SO50465,130,8295,19294,11/9/2012 00:00,11/16/2012 00:00,11/21/2012 00:00,1000,1,1000
SO50466,44,10106,21105,11/9/2012 00:00,11/16/2012 00:00,11/21/2012 00:00,783,1,783
SO50467,125,4222,15221,11/9/2012 00:00,11/16/2012 00:00,11/21/2012 00:00,2071,1,2071
SO50468,39,16347,27346,11/9/2012 00:00,11/16/2012 00:00,11/21/2012 00:00,783,1,783
SO50469,45,16349,27348,11/9/2012 00:00,11/16/2012 00:00,11/21/2012 00:00,783,1,783
SO50470,36,16371,27370,11/9/2012 00:00,11/16/2012 00:00,11/21/2012 00:00,783,1,783
SO50471,123,1808,12807,11/9/2012 00:00,11/16/2012 00:00,11/21/2012 00:00,2071,1,2071
SO50472,120,16289,27288,11/10/2012 00:00,11/17/2012 00:00,11/22/2012 00:00,2049,1,2049
SO50473,130,6828,17827,11/10/2012 00:00,11/17/2012 00:00,11/22/2012 00:00,1000,1,1000
SO50474,122,16270,27269,11/10/2012 00:00,11/17/2012 00:00,11/22/2012 00:00,2049,1,2049
SO50475,130,8912,19911,11/10/2012 00:00,11/17/2012 00:00,11/22/2012 00:00,1000,1,1000
SO50476,37,9981,20980,11/10/2012 00:00,11/17/2012 00:00,11/22/2012 00:00,783,1,783
SO50477,125,2253,13252,11/10/2012 00:00,11/17/2012 00:00,11/22/2012 00:00,2071,1,2071
SO50478,36,4894,15893,11/10/2012 00:00,11/17/2012 00:00,11/22/2012 00:00,783,1,783
SO50479,132,3450,14449,11/10/2012 00:00,11/17/2012 00:00,11/22/2012 00:00,1000,1,1000
SO50480,131,14139,25138,11/10/2012 00:00,11/17/2012 00:00,11/22/2012 00:00,1000,1,1000
SO50481,124,4263,15262,11/10/2012 00:00,11/17/2012 00:00,11/22/2012 00:00,2071,1,2071
SO50482,47,16355,27354,11/10/2012 00:00,11/17/2012 00:00,11/22/2012 00:00,783,1,783
SO50483,123,4579,15578,11/10/2012 00:00,11/17/2012 00:00,11/22/2012 00:00,2071,1,2071
SO50484,140,7029,18028,11/11/2012 00:00,11/18/2012 00:00,11/23/2012 00:00,2182,1,2182
SO50485,121,16447,27446,11/11/2012 00:00,11/18/2012 00:00,11/23/2012 00:00,2049,1,2049
SO50486,130,3449,14448,11/11/2012 00:00,11/18/2012 00:00,11/23/2012 00:00,1000,1,1000
SO50487,131,14214,25213,11/11/2012 00:00,11/18/2012 00:00,11/23/2012 00:00,1000,1,1000
SO50488,134,14219,25218,11/11/2012 00:00,11/18/2012 00:00,11/23/2012 00:00,1000,1,1000
SO50489,122,4718,15717,11/11/2012 00:00,11/18/2012 00:00,11/23/2012 00:00,2049,1,2049
SO50490,123,4227,15226,11/11/2012 00:00,11/18/2012 00:00,11/23/2012 00:00,2071,1,2071
SO50491,125,4645,15644,11/11/2012 00:00,11/18/2012 00:00,11/23/2012 00:00,2071,1,2071
SO50492,50,13363,24362,11/11/2012 00:00,11/18/2012 00:00,11/23/2012 00:00,2443,1,2443
SO50493,122,16454,27453,11/12/2012 00:00,11/19/2012 00:00,11/24/2012 00:00,2049,1,2049
SO50494,142,5433,16432,11/12/2012 00:00,11/19/2012 00:00,11/24/2012 00:00,2182,1,2182
SO50495,47,8476,19475,11/12/2012 00:00,11/19/2012 00:00,11/24/2012 00:00,783,1,783
SO50496,130,3453,14452,11/12/2012 00:00,11/19/2012 00:00,11/24/2012 00:00,1000,1,1000
SO50497,134,3420,14419,11/12/2012 00:00,11/19/2012 00:00,11/24/2012 00:00,1000,1,1000
SO50498,134,3435,14434,11/12/2012 00:00,11/19/2012 00:00,11/24/2012 00:00,1000,1,1000
SO50499,123,4215,15214,11/12/2012 00:00,11/19/2012 00:00,11/24/2012 00:00,2071,1,2071
SO50500,124,4426,15425,11/12/2012 00:00,11/19/2012 00:00,11/24/2012 00:00,2071,1,2071
SO50501,141,7626,18625,11/13/2012 00:00,11/20/2012 00:00,11/25/2012 00:00,2182,1,2182
SO50502,140,5426,16425,11/13/2012 00:00,11/20/2012 00:00,11/25/2012 00:00,2182,1,2182
SO50503,134,8287,19286,11/13/2012 00:00,11/20/2012 00:00,11/25/2012 00:00,1000,1,1000
SO50504,125,1875,12874,11/13/2012 00:00,11/20/2012 00:00,11/25/2012 00:00,2071,1,2071
SO50505,121,411,11410,11/13/2012 00:00,11/20/2012 00:00,11/25/2012 00:00,2049,1,2049
SO50506,40,16343,27342,11/13/2012 00:00,11/20/2012 00:00,11/25/2012 00:00,783,1,783
SO50507,39,16367,27366,11/13/2012 00:00,11/20/2012 00:00,11/25/2012 00:00,783,1,783
SO50508,139,13362,24361,11/13/2012 00:00,11/20/2012 00:00,11/25/2012 00:00,2182,1,2182
SO50509,50,5416,16415,11/14/2012 00:00,11/21/2012 00:00,11/26/2012 00:00,2443,1,2443
SO50510,141,13366,24365,11/14/2012 00:00,11/21/2012 00:00,11/26/2012 00:00,2182,1,2182
SO50511,49,7622,18621,11/15/2012 00:00,11/22/2012 00:00,11/27/2012 00:00,2443,1,2443
SO50512,125,16419,27418,11/15/2012 00:00,11/22/2012 00:00,11/27/2012 00:00,2071,1,2071
SO50513,122,1826,12825,11/15/2012 00:00,11/22/2012 00:00,11/27/2012 00:00,2049,1,2049
SO50514,37,4905,15904,11/15/2012 00:00,11/22/2012 00:00,11/27/2012 00:00,783,1,783
SO50515,120,4216,15215,11/15/2012 00:00,11/22/2012 00:00,11/27/2012 00:00,2049,1,2049
SO50516,121,4647,15646,11/15/2012 00:00,11/22/2012 00:00,11/27/2012 00:00,2049,1,2049
SO50517,123,16424,27423,11/15/2012 00:00,11/22/2012 00:00,11/27/2012 00:00,2071,1,2071
SO50518,139,7137,18136,11/16/2012 00:00,11/23/2012 00:00,11/28/2012 00:00,2182,1,2182
SO50519,143,6935,17934,11/16/2012 00:00,11/23/2012 00:00,11/28/2012 00:00,2182,1,2182
SO50520,125,16265,27264,11/16/2012 00:00,11/23/2012 00:00,11/28/2012 00:00,2071,1,2071
SO50521,125,16280,27279,11/16/2012 00:00,11/23/2012 00:00,11/28/2012 00:00,2071,1,2071
SO50522,134,6781,17780,11/16/2012 00:00,11/23/2012 00:00,11/28/2012 00:00,1000,1,1000
SO50523,121,1861,12860,11/16/2012 00:00,11/23/2012 00:00,11/28/2012 00:00,2049,1,2049
SO50524,45,4915,15914,11/16/2012 00:00,11/23/2012 00:00,11/28/2012 00:00,783,1,783
SO50525,133,3448,14447,11/16/2012 00:00,11/23/2012 00:00,11/28/2012 00:00,1000,1,1000
SO50526,45,16341,27340,11/16/2012 00:00,11/23/2012 00:00,11/28/2012 00:00,783,1,783
SO50527,141,13378,24377,11/16/2012 00:00,11/23/2012 00:00,11/28/2012 00:00,2182,1,2182
SO50528,143,7161,18160,11/17/2012 00:00,11/24/2012 00:00,11/29/2012 00:00,2182,1,2182
SO50529,120,16296,27295,11/17/2012 00:00,11/24/2012 00:00,11/29/2012 00:00,2049,1,2049
SO50530,133,8913,19912,11/17/2012 00:00,11/24/2012 00:00,11/29/2012 00:00,1000,1,1000
SO50531,44,8453,19452,11/17/2012 00:00,11/24/2012 00:00,11/29/2012 00:00,783,1,783
SO50532,143,2916,13915,11/17/2012 00:00,11/24/2012 00:00,11/29/2012 00:00,2182,1,2182
SO50533,120,410,11409,11/17/2012 00:00,11/24/2012 00:00,11/29/2012 00:00,2049,1,2049
SO50534,125,1827,12826,11/17/2012 00:00,11/24/2012 00:00,11/29/2012 00:00,2071,1,2071
SO50535,142,13461,24460,11/17/2012 00:00,11/24/2012 00:00,11/29/2012 00:00,2182,1,2182
SO50536,49,13463,24462,11/17/2012 00:00,11/24/2012 00:00,11/29/2012 00:00,2443,1,2443
SO50537,39,16342,27341,11/17/2012 00:00,11/24/2012 00:00,11/29/2012 00:00,783,1,783
SO50538,120,10615,21614,11/18/2012 00:00,11/25/2012 00:00,11/30/2012 00:00,2049,1,2049
SO50539,120,16262,27261,11/18/2012 00:00,11/25/2012 00:00,11/30/2012 00:00,2049,1,2049
SO50540,134,8507,19506,11/18/2012 00:00,11/25/2012 00:00,11/30/2012 00:00,1000,1,1000
SO50541,122,1807,12806,11/18/2012 00:00,11/25/2012 00:00,11/30/2012 00:00,2049,1,2049
SO50542,132,3443,14442,11/18/2012 00:00,11/25/2012 00:00,11/30/2012 00:00,1000,1,1000
SO50543,130,14222,25221,11/18/2012 00:00,11/25/2012 00:00,11/30/2012 00:00,1000,1,1000
SO50544,122,4723,15722,11/18/2012 00:00,11/25/2012 00:00,11/30/2012 00:00,2049,1,2049
SO50545,124,4588,15587,11/18/2012 00:00,11/25/2012 00:00,11/30/2012 00:00,2071,1,2071
SO50546,124,4598,15597,11/18/2012 00:00,11/25/2012 00:00,11/30/2012 00:00,2071,1,2071
SO50547,143,13382,24381,11/18/2012 00:00,11/25/2012 00:00,11/30/2012 00:00,2182,1,2182
SO50548,143,13462,24461,11/18/2012 00:00,11/25/2012 00:00,11/30/2012 00:00,2182,1,2182
SO50549,47,16366,27365,11/18/2012 00:00,11/25/2012 00:00,11/30/2012 00:00,783,1,783
SO50550,125,16449,27448,11/19/2012 00:00,11/26/2012 00:00,12/1/2012 00:00,2071,1,2071
SO50551,139,7169,18168,11/19/2012 00:00,11/26/2012 00:00,12/1/2012 00:00,2182,1,2182
SO50552,140,5431,16430,11/19/2012 00:00,11/26/2012 00:00,12/1/2012 00:00,2182,1,2182
SO50553,133,8501,19500,11/19/2012 00:00,11/26/2012 00:00,12/1/2012 00:00,1000,1,1000
SO50554,45,10016,21015,11/19/2012 00:00,11/26/2012 00:00,12/1/2012 00:00,783,1,783
SO50555,43,10007,21006,11/19/2012 00:00,11/26/2012 00:00,12/1/2012 00:00,783,1,783
SO50556,141,2928,13927,11/19/2012 00:00,11/26/2012 00:00,12/1/2012 00:00,2182,1,2182
SO50557,121,1862,12861,11/19/2012 00:00,11/26/2012 00:00,12/1/2012 00:00,2049,1,2049
SO50558,121,1817,12816,11/19/2012 00:00,11/26/2012 00:00,12/1/2012 00:00,2049,1,2049
SO50559,121,4229,15228,11/19/2012 00:00,11/26/2012 00:00,12/1/2012 00:00,2049,1,2049
SO50560,122,4717,15716,11/19/2012 00:00,11/26/2012 00:00,12/1/2012 00:00,2049,1,2049
SO50561,142,13460,24459,11/19/2012 00:00,11/26/2012 00:00,12/1/2012 00:00,2182,1,2182
SO50562,139,6946,17945,11/20/2012 00:00,11/27/2012 00:00,12/2/2012 00:00,2182,1,2182
SO50563,142,7634,18633,11/20/2012 00:00,11/27/2012 00:00,12/2/2012 00:00,2182,1,2182
SO50564,121,16425,27424,11/20/2012 00:00,11/27/2012 00:00,12/2/2012 00:00,2049,1,2049
SO50565,122,16440,27439,11/20/2012 00:00,11/27/2012 00:00,12/2/2012 00:00,2049,1,2049
SO50566,120,10622,21621,11/20/2012 00:00,11/27/2012 00:00,12/2/2012 00:00,2049,1,2049
SO50567,123,16287,27286,11/20/2012 00:00,11/27/2012 00:00,12/2/2012 00:00,2071,1,2071
SO50568,37,10094,21093,11/20/2012 00:00,11/27/2012 00:00,12/2/2012 00:00,783,1,783
SO50569,40,9931,20930,11/20/2012 00:00,11/27/2012 00:00,12/2/2012 00:00,783,1,783
SO50570,141,2940,13939,11/20/2012 00:00,11/27/2012 00:00,12/2/2012 00:00,2182,1,2182
SO50571,38,4891,15890,11/20/2012 00:00,11/27/2012 00:00,12/2/2012 00:00,783,1,783
SO50572,43,4900,15899,11/20/2012 00:00,11/27/2012 00:00,12/2/2012 00:00,783,1,783
SO50573,43,4935,15934,11/20/2012 00:00,11/27/2012 00:00,12/2/2012 00:00,783,1,783
SO50574,121,4268,15267,11/20/2012 00:00,11/27/2012 00:00,12/2/2012 00:00,2049,1,2049
SO50575,47,16360,27359,11/20/2012 00:00,11/27/2012 00:00,12/2/2012 00:00,783,1,783
SO50576,49,13301,24300,11/20/2012 00:00,11/27/2012 00:00,12/2/2012 00:00,2443,1,2443
SO50577,143,13373,24372,11/20/2012 00:00,11/27/2012 00:00,12/2/2012 00:00,2182,1,2182
SO50578,142,7127,18126,11/21/2012 00:00,11/28/2012 00:00,12/3/2012 00:00,2182,1,2182
SO50579,133,6835,17834,11/21/2012 00:00,11/28/2012 00:00,12/3/2012 00:00,1000,1,1000
SO50580,142,13306,24305,11/21/2012 00:00,11/28/2012 00:00,12/3/2012 00:00,2182,1,2182
SO50581,42,4910,15909,11/21/2012 00:00,11/28/2012 00:00,12/3/2012 00:00,783,1,783
SO50582,134,15583,26582,11/21/2012 00:00,11/28/2012 00:00,12/3/2012 00:00,1000,1,1000
SO50583,124,4726,15725,11/21/2012 00:00,11/28/2012 00:00,12/3/2012 00:00,2071,1,2071
SO50584,120,4586,15585,11/21/2012 00:00,11/28/2012 00:00,12/3/2012 00:00,2049,1,2049
SO50585,123,16453,27452,11/22/2012 00:00,11/29/2012 00:00,12/4/2012 00:00,2071,1,2071
SO50586,49,6899,17898,11/22/2012 00:00,11/29/2012 00:00,12/4/2012 00:00,2443,1,2443
SO50587,121,16263,27262,11/22/2012 00:00,11/29/2012 00:00,12/4/2012 00:00,2049,1,2049
SO50588,122,16275,27274,11/22/2012 00:00,11/29/2012 00:00,12/4/2012 00:00,2049,1,2049
SO50589,120,16277,27276,11/22/2012 00:00,11/29/2012 00:00,12/4/2012 00:00,2049,1,2049
SO50590,124,16288,27287,11/22/2012 00:00,11/29/2012 00:00,12/4/2012 00:00,2071,1,2071
SO50591,121,426,11425,11/22/2012 00:00,11/29/2012 00:00,12/4/2012 00:00,2049,1,2049
SO50592,39,16561,27560,11/22/2012 00:00,11/29/2012 00:00,12/4/2012 00:00,783,1,783
SO50593,123,4267,15266,11/22/2012 00:00,11/29/2012 00:00,12/4/2012 00:00,2071,1,2071
SO50594,121,4602,15601,11/22/2012 00:00,11/29/2012 00:00,12/4/2012 00:00,2049,1,2049
SO50595,143,6929,17928,11/23/2012 00:00,11/30/2012 00:00,12/5/2012 00:00,2182,1,2182
SO50596,122,16417,27416,11/23/2012 00:00,11/30/2012 00:00,12/5/2012 00:00,2049,1,2049
SO50597,122,10630,21629,11/23/2012 00:00,11/30/2012 00:00,12/5/2012 00:00,2049,1,2049
SO50598,124,16272,27271,11/23/2012 00:00,11/30/2012 00:00,12/5/2012 00:00,2071,1,2071
SO50599,38,9924,20923,11/23/2012 00:00,11/30/2012 00:00,12/5/2012 00:00,783,1,783
SO50600,42,8459,19458,11/23/2012 00:00,11/30/2012 00:00,12/5/2012 00:00,783,1,783
SO50601,124,1743,12742,11/23/2012 00:00,11/30/2012 00:00,12/5/2012 00:00,2071,1,2071
SO50602,122,4720,15719,11/23/2012 00:00,11/30/2012 00:00,12/5/2012 00:00,2049,1,2049
SO50603,121,4577,15576,11/23/2012 00:00,11/30/2012 00:00,12/5/2012 00:00,2049,1,2049
SO50604,139,13283,24282,11/23/2012 00:00,11/30/2012 00:00,12/5/2012 00:00,2182,1,2182
SO50605,124,16451,27450,11/24/2012 00:00,12/1/2012 00:00,12/6/2012 00:00,2071,1,2071
SO50606,124,16295,27294,11/24/2012 00:00,12/1/2012 00:00,12/6/2012 00:00,2071,1,2071
SO50607,42,9980,20979,11/24/2012 00:00,12/1/2012 00:00,12/6/2012 00:00,783,1,783
SO50608,139,15280,26279,11/24/2012 00:00,12/1/2012 00:00,12/6/2012 00:00,2182,1,2182
SO50609,45,4887,15886,11/24/2012 00:00,12/1/2012 00:00,12/6/2012 00:00,783,1,783
SO50610,36,4942,15941,11/24/2012 00:00,12/1/2012 00:00,12/6/2012 00:00,783,1,783
SO50611,122,4221,15220,11/24/2012 00:00,12/1/2012 00:00,12/6/2012 00:00,2049,1,2049
SO50612,120,4591,15590,11/24/2012 00:00,12/1/2012 00:00,12/6/2012 00:00,2049,1,2049
SO50613,121,4597,15596,11/24/2012 00:00,12/1/2012 00:00,12/6/2012 00:00,2049,1,2049
SO50614,38,16470,27469,11/24/2012 00:00,12/1/2012 00:00,12/6/2012 00:00,783,1,783
SO50615,139,13305,24304,11/24/2012 00:00,12/1/2012 00:00,12/6/2012 00:00,2182,1,2182
SO50616,49,13367,24366,11/24/2012 00:00,12/1/2012 00:00,12/6/2012 00:00,2443,1,2443
SO50617,124,16297,27296,11/25/2012 00:00,12/2/2012 00:00,12/7/2012 00:00,2071,1,2071
SO50618,121,16432,27431,11/25/2012 00:00,12/2/2012 00:00,12/7/2012 00:00,2049,1,2049
SO50619,124,16278,27277,11/25/2012 00:00,12/2/2012 00:00,12/7/2012 00:00,2071,1,2071
SO50620,125,16282,27281,11/25/2012 00:00,12/2/2012 00:00,12/7/2012 00:00,2071,1,2071
SO50621,37,8475,19474,11/25/2012 00:00,12/2/2012 00:00,12/7/2012 00:00,783,1,783
SO50622,38,16537,27536,11/25/2012 00:00,12/2/2012 00:00,12/7/2012 00:00,783,1,783
SO50623,45,16546,27545,11/25/2012 00:00,12/2/2012 00:00,12/7/2012 00:00,783,1,783
SO50624,143,13282,24281,11/25/2012 00:00,12/2/2012 00:00,12/7/2012 00:00,2182,1,2182
SO50625,49,13368,24367,11/25/2012 00:00,12/2/2012 00:00,12/7/2012 00:00,2443,1,2443
SO50626,139,7621,18620,11/26/2012 00:00,12/3/2012 00:00,12/8/2012 00:00,2182,1,2182
SO50627,50,7628,18627,11/26/2012 00:00,12/3/2012 00:00,12/8/2012 00:00,2443,1,2443
SO50628,48,6903,17902,11/26/2012 00:00,12/3/2012 00:00,12/8/2012 00:00,2443,1,2443
SO50629,141,5427,16426,11/26/2012 00:00,12/3/2012 00:00,12/8/2012 00:00,2182,1,2182
SO50630,131,8290,19289,11/26/2012 00:00,12/3/2012 00:00,12/8/2012 00:00,1000,1,1000
SO50631,131,8512,19511,11/26/2012 00:00,12/3/2012 00:00,12/8/2012 00:00,1000,1,1000
SO50632,39,4909,15908,11/26/2012 00:00,12/3/2012 00:00,12/8/2012 00:00,783,1,783
SO50633,133,3421,14420,11/26/2012 00:00,12/3/2012 00:00,12/8/2012 00:00,1000,1,1000
SO50634,122,4219,15218,11/26/2012 00:00,12/3/2012 00:00,12/8/2012 00:00,2049,1,2049
SO50635,125,4587,15586,11/26/2012 00:00,12/3/2012 00:00,12/8/2012 00:00,2071,1,2071
SO50636,124,4590,15589,11/26/2012 00:00,12/3/2012 00:00,12/8/2012 00:00,2071,1,2071
SO50637,43,16357,27356,11/26/2012 00:00,12/3/2012 00:00,12/8/2012 00:00,783,1,783
SO50638,143,13284,24283,11/26/2012 00:00,12/3/2012 00:00,12/8/2012 00:00,2182,1,2182
SO50639,49,13304,24303,11/26/2012 00:00,12/3/2012 00:00,12/8/2012 00:00,2443,1,2443
